,0,Lead Amount ppb,Partial Postal Code,Sample Number,Sampled Date
1176,,2.63,M4N,1611107.0,2014-07-10
1154,,0.399,M6H,1611081.0,2014-07-11
1155,,3.12,M4V,1613593.0,2014-07-11
1156,,0.0574,M4S,1613491.0,2014-07-11
1158,,<0.0500,M6C,1611136.0,2014-07-11
1159,,<0.0500,M1L,1612082.0,2014-07-11
1160,,0.0890,M5M,1611138.0,2014-07-11
1157,,38.7,M4J,1609246.0,2014-07-11
1162,,4.31,M6J,1613518.0,2014-07-11
1163,,0.0656,M1N,1613584.0,2014-07-11
1167,,<0.0500,M4B,1609269.0,2014-07-11
1164,,0.0994,M5P,1611771.0,2014-07-11
1165,,<0.0500,M4B,1613272.0,2014-07-11
1166,,<0.0500,M9A,1611757.0,2014-07-11
1161,,0.101,M6G,1613377.0,2014-07-11
1150,,<0.0500,M2M,1611152.0,2014-07-13
1149,,0.123,M6G,1613352.0,2014-07-13
1152,,11.7,M6S,1611747.0,2014-07-13
1153,,<0.0500,M4L,1613598.0,2014-07-13
1151,,2.28,M4J,1613599.0,2014-07-13
1128,,<0.0500,M5M,1611902.0,2014-07-14
1129,,0.162,M6G,1613597.0,2014-07-14
1130,,0.378,M5A,1613591.0,2014-07-14
1131,,0.707,M5P,1614452.0,2014-07-14
1132,,1.04,M1L,1613219.0,2014-07-14
1133,,<0.0500,M4J,1613241.0,2014-07-14
1136,,1.28,M6G,1613519.0,2014-07-14
1134,,0.619,M6G,1613581.0,2014-07-14
1135,,0.0533,M4L,1613238.0,2014-07-14
1137,,1.68,M4C,1613203.0,2014-07-14
1142,,0.401,M5P,1613590.0,2014-07-14
1139,,3.76,M6J,1613588.0,2014-07-14
1138,,5.05,M4C,1613250.0,2014-07-14
1147,,0.357,M8Z,1611780.0,2014-07-14
1146,,<0.0500,M4C,1645080.0,2014-07-14
1145,,0.102,M5M,1618012.0,2014-07-14
1148,,0.106,M6C,1613583.0,2014-07-14
1143,,11.2,M6J,1611884.0,2014-07-14
1141,,3.61,M1N,1613259.0,2014-07-14
1140,,1.29,M4J,1613264.0,2014-07-14
1144,,0.395,M6H,1611756.0,2014-07-14
1116,,0.298,M5N,1610982.0,2014-07-15
1111,,0.598,M5M,1611921.0,2014-07-15
1110,,3.53,M6N,1611739.0,2014-07-15
1112,,2.78,M6E,1611706.0,2014-07-15
1113,,0.0962,M4C,1613133.0,2014-07-15
1114,,8.94,M4G,1613246.0,2014-07-15
1115,,<0.0500,M5N,1610981.0,2014-07-15
1117,,0.229,M5N,1610983.0,2014-07-15
1122,,0.0624,M5R,1615047.0,2014-07-15
1119,,0.214,M6R,1615008.0,2014-07-15
1120,,0.0558,M4K,1613233.0,2014-07-15
1121,,4.45,M6R,1611720.0,2014-07-15
1123,,<0.0500,M4N,1611860.0,2014-07-15
1124,,<0.0500,M3H,1614471.0,2014-07-15
1125,,0.199,M1P,1613320.0,2014-07-15
1126,,<0.0500,M9N,1615115.0,2014-07-15
1127,,1.24,M4C,1613132.0,2014-07-15
1118,,10.3,M5N,1610984.0,2014-07-15
1109,,0.112,M1T,1611888.0,2014-07-15
1105,,<0.0500,M6M,1615004.0,2014-07-15
1107,,1.52,M4C,1613207.0,2014-07-15
1106,,1.36,M4K,1613255.0,2014-07-15
1104,,1.16,M4L,1615012.0,2014-07-15
1108,,0.262,M4N,1611133.0,2014-07-15
1085,,2.19,M5M,1613587.0,2014-07-16
1086,,2.97,M6P,1615200.0,2014-07-16
1087,,0.168,M6R,1615034.0,2014-07-16
1088,,0.0588,M9A,1615177.0,2014-07-16
1089,,0.0829,M6S,1613596.0,2014-07-16
1090,,<0.0500,M3H,1614464.0,2014-07-16
1092,,0.0941,M4N,1611838.0,2014-07-16
1093,,0.0590,M6B,1611892.0,2014-07-16
1091,,<0.0500,M6N,1611731.0,2014-07-16
1095,,1.49,M5A,1613516.0,2014-07-16
1103,,0.793,M9N,1611897.0,2014-07-16
1094,,0.114,M4N,1611858.0,2014-07-16
1101,,4.23,M6R,1618083.0,2014-07-16
1100,,9.83,M4G,1613187.0,2014-07-16
1102,,0.0643,M5V,1615009.0,2014-07-16
1098,,0.753,M4G,1613287.0,2014-07-16
1097,,0.0544,M3H,1612095.0,2014-07-16
1096,,0.169,M4G,1614442.0,2014-07-16
1099,,0.102,M4G,1613131.0,2014-07-16
1073,,0.0683,M6R,1615040.0,2014-07-17
1067,,0.128,M4C,1613215.0,2014-07-17
1068,,3.13,M6R,1615010.0,2014-07-17
1069,,1.29,M4R,1613326.0,2014-07-17
1070,,0.315,M6H,1615019.0,2014-07-17
1071,,7.37,M4K,1615954.0,2014-07-17
1072,,0.545,M4C,1615007.0,2014-07-17
1074,,2.44,M4J,1613286.0,2014-07-17
1079,,0.779,M6S,1615037.0,2014-07-17
1076,,0.0798,M6R,1611885.0,2014-07-17
1077,,<0.0500,M4B,1613288.0,2014-07-17
1078,,0.654,M6J,1613600.0,2014-07-17
1080,,2.94,M6S,1615199.0,2014-07-17
1081,,1.06,M4W,1615099.0,2014-07-17
1082,,2.03,M6R,1615100.0,2014-07-17
1083,,0.541,M6S,1615110.0,2014-07-17
1084,,1.40,M5M,1614411.0,2014-07-17
1075,,0.0601,M6M,1615127.0,2014-07-17
1054,,0.306,M8Z,1615036.0,2014-07-18
1055,,0.124,M2J,1614473.0,2014-07-18
1056,,<0.0500,M9B,1615083.0,2014-07-18
1057,,0.176,M4C,1614553.0,2014-07-18
1058,,0.102,M8V,1615163.0,2014-07-18
1059,,1.10,M4L,1615950.0,2014-07-18
1063,,1.61,M4R,1614525.0,2014-07-18
1061,,0.750,M9B,1619374.0,2014-07-18
1062,,15.3,M6S,1615070.0,2014-07-18
1064,,<0.0500,M6P,1615198.0,2014-07-18
1065,,0.139,M4C,1615946.0,2014-07-18
1066,,<0.0500,M6G,1615002.0,2014-07-18
1060,,1.92,M4R,1614524.0,2014-07-18
1051,,<0.0500,M4V,1614469.0,2014-07-20
1050,,0.867,M4C,1615953.0,2014-07-20
1053,,3.35,M6H,1615176.0,2014-07-20
1052,,2.66,M4J,1614412.0,2014-07-20
1035,,0.169,M4N,1614427.0,2014-07-21
1034,,4.43,M6G,1614410.0,2014-07-21
1036,,<0.0500,M4N,1614413.0,2014-07-21
1037,,0.127,M1N,1614414.0,2014-07-21
1038,,1.18,M4M,1615947.0,2014-07-21
1040,,0.0572,M1N,1615948.0,2014-07-21
1041,,21.3,M6H,1613526.0,2014-07-21
1039,,0.671,M6J,1618319.0,2014-07-21
1043,,0.149,M5R,1614453.0,2014-07-21
1044,,0.184,M6G,1614531.0,2014-07-21
1045,,28.9,M6P,1615038.0,2014-07-21
1046,,0.0736,M4J,1619323.0,2014-07-21
1047,,0.502,M6S,1614552.0,2014-07-21
1048,,5.09,M6S,1615174.0,2014-07-21
1049,,0.800,M4L,1615944.0,2014-07-21
1042,,0.341,M6H,1615039.0,2014-07-21
1014,,8.29,M5M,1620664.0,2014-07-22
1017,,0.0563,M4J,1615942.0,2014-07-22
1016,,0.133,M4N,1620665.0,2014-07-22
1015,,0.608,M6E,1614472.0,2014-07-22
1013,,3.65,M4E,1614527.0,2014-07-22
1022,,3.75,M4J,1617996.0,2014-07-22
1011,,7.61,M6J,1615035.0,2014-07-22
1010,,2.85,M4C,1614491.0,2014-07-22
1009,,1.48,M6M,1619411.0,2014-07-22
1008,,0.358,M4L,1615951.0,2014-07-22
1018,,0.930,M6J,1615022.0,2014-07-22
1012,,3.04,M5M,1614428.0,2014-07-22
1019,,0.260,M9A,1615178.0,2014-07-22
1024,,0.0610,M4C,1615952.0,2014-07-22
1021,,0.0606,M6R,1615048.0,2014-07-22
1033,,<0.0500,M4N,1618305.0,2014-07-22
1020,,0.138,M4K,1615945.0,2014-07-22
1031,,0.0699,M5M,1620694.0,2014-07-22
1030,,0.105,M8Y,1618353.0,2014-07-22
1029,,0.511,M4N,1620672.0,2014-07-22
1032,,<0.0500,M5N,1620698.0,2014-07-22
1027,,13.2,M4P,1620697.0,2014-07-22
1026,,7.60,M6R,1615175.0,2014-07-22
1025,,1.72,M5M,1620658.0,2014-07-22
1023,,12.2,M4G,1615941.0,2014-07-22
1028,,0.136,M6J,1618302.0,2014-07-22
1007,,0.262,M5M,1619410.0,2014-07-23
1006,,<0.0500,M4N,1620701.0,2014-07-23
1005,,0.858,M6R,1619420.0,2014-07-23
1004,,0.0880,M4C,1615949.0,2014-07-23
1003,,0.850,M4J,1617907.0,2014-07-23
1002,,6.19,M4P,1614439.0,2014-07-23
1001,,22.3,M4C,1618037.0,2014-07-23
1000,,0.158,M4J,1619325.0,2014-07-23
990,,0.318,M4J,1617877.0,2014-07-24
989,,0.237,M4J,1615938.0,2014-07-24
991,,2.83,M4L,1619301.0,2014-07-24
987,,25.9,M6G,1618308.0,2014-07-24
988,,0.0998,M8Z,1615011.0,2014-07-24
992,,0.0838,M4J,1615943.0,2014-07-24
995,,<0.0500,M9R,1615169.0,2014-07-24
994,,0.0945,M6G,1618374.0,2014-07-24
999,,13.0,M4M,1619338.0,2014-07-24
996,,0.699,M4M,1618093.0,2014-07-24
997,,0.0847,M4G,1619341.0,2014-07-24
998,,3.64,M6K,1618350.0,2014-07-24
993,,0.411,M6H,1619376.0,2014-07-24
969,,2.55,M4C,1615932.0,2014-07-25
970,,0.0754,M5T,1621275.0,2014-07-25
971,,1.24,M6G,1618346.0,2014-07-25
972,,0.254,M4J,1619365.0,2014-07-25
974,,0.139,M1M,1619354.0,2014-07-25
975,,6.13,M6E,1618352.0,2014-07-25
976,,0.420,M5S,1618304.0,2014-07-25
977,,2.33,M4C,1619339.0,2014-07-25
973,,2.60,M6C,1618300.0,2014-07-25
979,,1.21,M4N,1620693.0,2014-07-25
980,,0.0579,M6G,1618348.0,2014-07-25
981,,0.0696,M4J,1619324.0,2014-07-25
986,,8.60,M6K,1618303.0,2014-07-25
982,,<0.0500,M6K,1618029.0,2014-07-25
983,,<0.0500,M9B,1618378.0,2014-07-25
984,,0.764,M4L,1619317.0,2014-07-25
985,,8.89,M6E,1618317.0,2014-07-25
978,,1.64,M4X,1619454.0,2014-07-25
968,,0.213,M6H,1620695.0,2014-07-26
963,,0.0726,M4C,1619337.0,2014-07-27
964,,0.140,M4K,1618038.0,2014-07-27
965,,0.0671,M8Y,1618372.0,2014-07-27
967,,0.156,M4J,1618299.0,2014-07-27
966,,0.436,M4L,1622183.0,2014-07-27
951,,0.101,M1K,1618347.0,2014-07-28
945,,0.258,M4K,1617930.0,2014-07-28
946,,0.403,M4J,1618310.0,2014-07-28
947,,2.99,M4E,1619342.0,2014-07-28
948,,<0.0500,M5M,1620656.0,2014-07-28
949,,3.68,M6R,1619403.0,2014-07-28
950,,0.0747,M6S,1619351.0,2014-07-28
952,,<0.0500,M6P,1618349.0,2014-07-28
962,,0.0837,M4S,1618089.0,2014-07-28
954,,0.0600,M5M,1620650.0,2014-07-28
955,,2.67,M4S,1618377.0,2014-07-28
956,,0.226,M9A,1619425.0,2014-07-28
957,,0.145,M9A,1621256.0,2014-07-28
958,,0.175,M8X,1619450.0,2014-07-28
959,,0.147,M4E,1619344.0,2014-07-28
960,,4.47,M4N,1620668.0,2014-07-28
961,,0.0686,M4N,1618309.0,2014-07-28
953,,6.76,M6E,1619400.0,2014-07-28
929,,0.520,M6G,1618371.0,2014-07-29
928,,0.469,M5R,1621351.0,2014-07-29
930,,4.34,M6H,1618306.0,2014-07-29
927,,0.0695,M6B,1621328.0,2014-07-29
922,,0.808,M6H,1620652.0,2014-07-29
925,,<0.0500,M6H,1621343.0,2014-07-29
924,,0.0993,M6S,1619447.0,2014-07-29
923,,1.40,M2P,1620692.0,2014-07-29
921,,<0.0500,M9N,1618369.0,2014-07-29
926,,3.90,M6K,1618007.0,2014-07-29
931,,0.0537,M6L,1620699.0,2014-07-29
937,,0.210,M4K,1617929.0,2014-07-29
933,,4.59,M6S,1619343.0,2014-07-29
932,,0.187,M4N,1621271.0,2014-07-29
944,,<0.0500,M1M,1618400.0,2014-07-29
943,,0.0751,M9N,1619375.0,2014-07-29
941,,0.292,M6E,1619417.0,2014-07-29
940,,3.19,M4J,1621342.0,2014-07-29
942,,0.0620,M4S,1621323.0,2014-07-29
938,,<0.0500,M9P,1618307.0,2014-07-29
936,,0.0888,M4T,1621313.0,2014-07-29
935,,0.325,M4T,1621309.0,2014-07-29
934,,<0.0500,M4M,1618001.0,2014-07-29
939,,2.67,M6J,1618301.0,2014-07-29
912,,5.30,M8W,1621190.0,2014-07-30
908,,1.05,M6S,1621234.0,2014-07-30
909,,<0.0500,M6L,1620700.0,2014-07-30
910,,0.0860,M4K,1619322.0,2014-07-30
911,,0.180,M6L,1620726.0,2014-07-30
913,,0.931,M5R,1621222.0,2014-07-30
917,,0.108,M6R,1621334.0,2014-07-30
915,,0.159,M4B,1622182.0,2014-07-30
916,,<0.0500,M4B,1619321.0,2014-07-30
918,,8.61,M4G,1619340.0,2014-07-30
919,,0.134,M6E,1621246.0,2014-07-30
920,,1.63,M6G,1621331.0,2014-07-30
914,,1.13,M4J,1622179.0,2014-07-30
900,,0.509,M1T,1618351.0,2014-07-31
897,,0.103,M4L,1619332.0,2014-07-31
898,,0.184,M6E,1621133.0,2014-07-31
899,,0.0645,M1E,1621350.0,2014-07-31
901,,<0.0500,M9R,1621272.0,2014-07-31
907,,0.988,M6G,1621336.0,2014-07-31
903,,2.33,M4X,1621337.0,2014-07-31
904,,1.44,M6H,1618354.0,2014-07-31
905,,0.212,M6S,1621273.0,2014-07-31
906,,0.153,M2P,1621270.0,2014-07-31
902,,0.0509,M6A,1621338.0,2014-07-31
886,,0.0817,M9P,1621230.0,2014-08-01
887,,4.51,M4S,1621330.0,2014-08-01
888,,0.0538,M4K,1622113.0,2014-08-01
889,,0.963,M4J,1622173.0,2014-08-01
890,,0.381,M6C,1621329.0,2014-08-01
893,,8.97,M4J,1622116.0,2014-08-01
892,,0.460,M4N,1620669.0,2014-08-01
894,,0.586,M4L,1622118.0,2014-08-01
895,,<0.0500,M6P,1621320.0,2014-08-01
896,,1.14,M4C,1622117.0,2014-08-01
885,,0.127,M4N,1620662.0,2014-08-01
891,,0.266,M6G,1621204.0,2014-08-01
884,,0.364,M4E,1621233.0,2014-08-01
882,,0.124,M8Y,1621215.0,2014-08-02
883,,3.56,M6C,1636194.0,2014-08-02
881,,<0.0500,M4B,1622135.0,2014-08-04
867,,2.66,M4R,1621335.0,2014-08-05
868,,0.0753,M4E,1622346.0,2014-08-05
869,,6.35,M6S,1626240.0,2014-08-05
870,,1.29,M6N,1621314.0,2014-08-05
872,,1.11,M4C,1622115.0,2014-08-05
873,,<0.0500,M4N,1626912.0,2014-08-05
871,,<0.0500,M6R,1621212.0,2014-08-05
875,,3.12,M4M,1622114.0,2014-08-05
876,,0.0846,M6S,1621341.0,2014-08-05
877,,6.51,M6S,1626254.0,2014-08-05
878,,0.0848,M6S,1621223.0,2014-08-05
879,,0.0758,M4C,1622177.0,2014-08-05
880,,0.335,M6S,1626173.0,2014-08-05
874,,<0.0500,M4J,1622176.0,2014-08-05
857,,<0.0500,M2K,1624597.0,2014-08-06
851,,0.0561,M6M,1621152.0,2014-08-06
852,,4.71,M4K,1628368.0,2014-08-06
853,,0.137,M4L,1622181.0,2014-08-06
854,,0.195,M6S,1624591.0,2014-08-06
855,,0.441,M4J,1622178.0,2014-08-06
856,,1.69,M6S,1624596.0,2014-08-06
858,,0.101,M3B,1627041.0,2014-08-06
860,,0.0973,M1L,1627018.0,2014-08-06
861,,1.36,M6C,1626263.0,2014-08-06
862,,1.13,M4K,1626272.0,2014-08-06
863,,0.915,M4J,1622180.0,2014-08-06
864,,0.0779,M6S,1624598.0,2014-08-06
865,,12.4,M6E,1626230.0,2014-08-06
866,,3.95,M4B,1622184.0,2014-08-06
859,,0.418,M4B,1624594.0,2014-08-06
837,,3.20,M6S,1626175.0,2014-08-07
838,,0.673,M6G,1626910.0,2014-08-07
839,,1.62,M4L,1627021.0,2014-08-07
840,,0.560,M8W,1626271.0,2014-08-07
841,,3.25,M4N,1627020.0,2014-08-07
842,,0.255,M6K,1626416.0,2014-08-07
846,,0.527,M6J,1626194.0,2014-08-07
844,,3.62,M4R,1624592.0,2014-08-07
845,,2.57,M4S,1624593.0,2014-08-07
847,,0.320,M4K,1627311.0,2014-08-07
848,,<0.0500,M6P,1626262.0,2014-08-07
843,,9.46,M4R,1624584.0,2014-08-07
849,,0.439,M4E,1627061.0,2014-08-07
850,,0.0582,M5S,1625461.0,2014-08-07
826,,1.23,M6R,1625476.0,2014-08-08
836,,4.18,M4M,1626419.0,2014-08-08
835,,2.13,M6E,1626417.0,2014-08-08
834,,3.48,M4E,1627249.0,2014-08-08
833,,0.216,M8V,1626961.0,2014-08-08
832,,0.0520,M4K,1626332.0,2014-08-08
831,,1.10,M6C,1626980.0,2014-08-08
830,,2.25,M5M,1624590.0,2014-08-08
829,,0.347,M6P,1625471.0,2014-08-08
828,,<0.0500,M1P,1627016.0,2014-08-08
827,,0.713,M4J,1627042.0,2014-08-08
825,,0.107,M6M,1626987.0,2014-08-08
824,,0.505,M4M,1632119.0,2014-08-09
821,,6.62,M4K,1627017.0,2014-08-10
822,,1.19,M6S,1626277.0,2014-08-10
820,,1.35,M4M,1626925.0,2014-08-10
823,,0.0761,M2J,1624580.0,2014-08-10
811,,<0.0500,M4X,1627319.0,2014-08-11
806,,<0.0500,M5N,1626966.0,2014-08-11
807,,<0.0500,M6R,1625480.0,2014-08-11
808,,0.0648,M2N,1627007.0,2014-08-11
809,,0.0627,M9W,1626939.0,2014-08-11
810,,1.20,M4J,1627288.0,2014-08-11
812,,6.33,M4S,1627029.0,2014-08-11
817,,0.167,M6N,1626444.0,2014-08-11
814,,2.30,M4J,1627225.0,2014-08-11
815,,8.31,M4C,1627257.0,2014-08-11
816,,0.771,M4G,1627019.0,2014-08-11
818,,0.540,M6G,1626418.0,2014-08-11
819,,0.803,M4E,1627240.0,2014-08-11
813,,<0.0500,M4C,1627043.0,2014-08-11
792,,0.145,M5M,1628464.0,2014-08-12
790,,0.263,M4S,1628469.0,2014-08-12
791,,2.17,M6P,1626267.0,2014-08-12
789,,1.65,M6N,1626319.0,2014-08-12
794,,5.04,M4J,1627044.0,2014-08-12
787,,3.59,M4L,1626914.0,2014-08-12
786,,0.164,M4C,1627325.0,2014-08-12
793,,0.370,M9A,1627037.0,2014-08-12
788,,0.992,M4M,1627064.0,2014-08-12
795,,16.3,M6K,1627022.0,2014-08-12
798,,2.16,M5M,1628459.0,2014-08-12
797,,0.0858,M6H,1626174.0,2014-08-12
796,,1.56,M6P,1625465.0,2014-08-12
804,,0.409,M6E,1628965.0,2014-08-12
803,,<0.0500,M1M,1632968.0,2014-08-12
802,,0.0642,M4J,1627046.0,2014-08-12
805,,5.52,M4S,1627040.0,2014-08-12
800,,2.32,M4C,1627062.0,2014-08-12
799,,0.255,M6S,1626261.0,2014-08-12
801,,1.98,M4M,1626310.0,2014-08-12
765,,0.149,M4N,1628437.0,2014-08-13
764,,0.0950,M4C,1627329.0,2014-08-13
766,,0.172,M6K,1628922.0,2014-08-13
767,,0.144,M5R,1628304.0,2014-08-13
768,,<0.0500,M6S,1628466.0,2014-08-13
769,,4.66,M4L,1626913.0,2014-08-13
770,,6.92,M4L,1630053.0,2014-08-13
771,,4.95,M4N,1627039.0,2014-08-13
772,,0.135,M6P,1628887.0,2014-08-13
773,,5.65,M6S,1628986.0,2014-08-13
774,,0.0551,M5M,1628467.0,2014-08-13
777,,2.89,M4R,1626266.0,2014-08-13
776,,0.229,M4J,1627045.0,2014-08-13
778,,0.310,M4C,1627078.0,2014-08-13
779,,0.936,M6G,1626312.0,2014-08-13
780,,5.12,M6R,1628915.0,2014-08-13
781,,0.107,M4P,1628485.0,2014-08-13
782,,<0.0500,M8V,1628966.0,2014-08-13
783,,0.337,M1B,1632900.0,2014-08-13
784,,4.58,M6S,1628894.0,2014-08-13
785,,0.223,M8V,1628924.0,2014-08-13
775,,4.63,M6E,1628984.0,2014-08-13
750,,0.0532,M1N,1632912.0,2014-08-14
754,,4.64,M4J,1630075.0,2014-08-14
753,,<0.0500,M4C,1629924.0,2014-08-14
752,,2.05,M6N,1628301.0,2014-08-14
751,,0.131,M6G,1628370.0,2014-08-14
757,,3.16,M1M,1632896.0,2014-08-14
760,,1.38,M6P,1628903.0,2014-08-14
759,,8.26,M4G,1630043.0,2014-08-14
761,,0.502,M4J,1630061.0,2014-08-14
762,,3.24,M4E,1630322.0,2014-08-14
763,,<0.0500,M5S,1628868.0,2014-08-14
755,,<0.0500,M4J,1629915.0,2014-08-14
758,,0.101,M4C,1629910.0,2014-08-14
756,,9.74,M6R,1628920.0,2014-08-14
737,,0.165,M4J,1628465.0,2014-08-15
748,,3.42,M4E,1628303.0,2014-08-15
738,,1.22,M6G,1628325.0,2014-08-15
739,,0.148,M8V,1628953.0,2014-08-15
740,,0.0625,M8Y,1628923.0,2014-08-15
742,,0.0998,M4P,1628423.0,2014-08-15
743,,0.0696,M4K,1630044.0,2014-08-15
741,,0.252,M5M,1628406.0,2014-08-15
745,,0.449,M2R,1628421.0,2014-08-15
746,,11.8,M5M,1629898.0,2014-08-15
749,,<0.0500,M4E,1630060.0,2014-08-15
747,,<0.0500,M4L,1630077.0,2014-08-15
744,,0.602,M8V,1628858.0,2014-08-15
736,,<0.0500,M6H,1628300.0,2014-08-16
735,,<0.0500,M6S,1632000.0,2014-08-16
729,,1.95,M1N,1630048.0,2014-08-17
727,,3.26,M6J,1632905.0,2014-08-17
728,,28.1,M4S,1628321.0,2014-08-17
731,,0.0871,M2R,1628468.0,2014-08-17
730,,3.29,M6S,1628369.0,2014-08-17
733,,0.725,M4J,1628302.0,2014-08-17
734,,0.904,M4L,1633042.0,2014-08-17
732,,<0.0500,M8X,1628857.0,2014-08-17
721,,<0.0500,M4J,1629918.0,2014-08-18
726,,0.579,M4L,1629927.0,2014-08-18
725,,0.294,M1E,1630052.0,2014-08-18
724,,0.611,M6A,1632041.0,2014-08-18
723,,1.03,M5P,1628436.0,2014-08-18
722,,1.36,M6P,1628461.0,2014-08-18
720,,0.247,M4G,1627278.0,2014-08-18
719,,1.09,M4K,1626992.0,2014-08-18
718,,0.160,M2N,1628460.0,2014-08-18
717,,0.135,M6R,1632616.0,2014-08-18
716,,<0.0500,M1L,1630051.0,2014-08-18
707,,9.15,M4P,1632042.0,2014-08-19
706,,0.833,M4X,1628395.0,2014-08-19
708,,11.2,M6H,1628918.0,2014-08-19
704,,<0.0500,M4K,1632064.0,2014-08-19
705,,2.53,M6N,1628946.0,2014-08-19
709,,0.395,M5B,1632062.0,2014-08-19
703,,1.07,M5R,1632127.0,2014-08-19
711,,0.0530,M4B,1629928.0,2014-08-19
712,,0.0804,M6L,1632006.0,2014-08-19
713,,2.44,M6C,1632056.0,2014-08-19
714,,2.98,M4C,1629911.0,2014-08-19
715,,1.02,M4K,1628324.0,2014-08-19
710,,<0.0500,M3H,1632098.0,2014-08-19
689,,0.947,M4E,1631987.0,2014-08-20
690,,1.08,M6G,1631989.0,2014-08-20
691,,0.0971,M6G,1631996.0,2014-08-20
692,,0.206,M4R,1632083.0,2014-08-20
693,,0.180,M1L,1628397.0,2014-08-20
694,,0.910,M1N,1636196.0,2014-08-20
695,,<0.0500,M4R,1628458.0,2014-08-20
698,,0.175,M6S,1628989.0,2014-08-20
697,,0.652,M6B,1632124.0,2014-08-20
699,,0.0718,M6R,1632624.0,2014-08-20
700,,0.107,M5M,1632005.0,2014-08-20
701,,0.265,M6E,1631988.0,2014-08-20
702,,0.0646,M4R,1630076.0,2014-08-20
696,,0.0965,M9B,1628972.0,2014-08-20
684,,8.27,M5M,1632088.0,2014-08-21
682,,<0.0500,M1R,1632901.0,2014-08-21
685,,0.141,M6H,1632063.0,2014-08-21
683,,0.739,M5R,1632065.0,2014-08-21
687,,0.0923,M4G,1631991.0,2014-08-21
688,,3.94,M4C,1633592.0,2014-08-21
686,,<0.0500,M1R,1633041.0,2014-08-21
672,,0.0700,M1P,1632923.0,2014-08-22
673,,<0.0500,M5N,1632595.0,2014-08-22
674,,1.01,M6N,1632614.0,2014-08-22
675,,<0.0500,M5M,1634609.0,2014-08-22
676,,1.22,M4J,1633605.0,2014-08-22
671,,0.0728,M5R,1632044.0,2014-08-22
678,,1.20,M4J,1633595.0,2014-08-22
677,,0.541,M1N,1633597.0,2014-08-22
681,,4.84,M4J,1633572.0,2014-08-22
670,,<0.0500,M8Y,1632615.0,2014-08-22
679,,1.62,M4J,1633571.0,2014-08-22
680,,<0.0500,M4J,1633606.0,2014-08-22
669,,0.136,M8Y,1645177.0,2014-08-23
668,,16.6,M6E,1634602.0,2014-08-24
667,,0.572,M6N,1632618.0,2014-08-24
666,,5.35,M4C,1636222.0,2014-08-24
665,,3.71,M4L,1633598.0,2014-08-24
663,,66.3,M6S,1632040.0,2014-08-24
664,,0.317,M6P,1636197.0,2014-08-24
662,,1.24,M6R,1632619.0,2014-08-25
661,,0.205,M4K,1636267.0,2014-08-25
660,,0.330,M9A,1632620.0,2014-08-25
659,,1.99,M4J,1633586.0,2014-08-25
658,,2.45,M1G,1633564.0,2014-08-25
657,,7.31,M6S,1635166.0,2014-08-25
656,,<0.0500,M8Z,1632623.0,2014-08-25
654,,0.0851,M9C,1632617.0,2014-08-26
655,,0.782,M4L,1633593.0,2014-08-26
653,,0.164,M4N,1634605.0,2014-08-26
652,,0.425,M5S,1636201.0,2014-08-26
651,,0.0912,M4C,1633596.0,2014-08-26
650,,0.117,M5M,1636218.0,2014-08-26
649,,<0.0500,M6N,1632043.0,2014-08-26
648,,1.83,M4J,1633594.0,2014-08-26
647,,6.73,M4K,1633607.0,2014-08-26
646,,0.0542,M4M,1631986.0,2014-08-26
632,,1.89,M4E,1636257.0,2014-08-27
633,,0.849,M9W,1635109.0,2014-08-27
634,,0.557,M6P,1635145.0,2014-08-27
635,,0.0957,M5N,1634617.0,2014-08-27
636,,0.341,M6G,1635129.0,2014-08-27
638,,3.43,M6G,1636209.0,2014-08-27
637,,0.496,M6R,1635110.0,2014-08-27
640,,3.30,M5R,1636298.0,2014-08-27
641,,2.46,M4N,1634624.0,2014-08-27
642,,0.143,M4G,1636296.0,2014-08-27
643,,2.48,M4K,1633608.0,2014-08-27
644,,0.248,M6S,1635167.0,2014-08-27
645,,0.287,M4E,1636266.0,2014-08-27
639,,0.153,M4J,1633563.0,2014-08-27
625,,0.952,M6H,1635165.0,2014-08-28
626,,<0.0500,M6P,1635172.0,2014-08-28
627,,<0.0500,M4B,1636199.0,2014-08-28
629,,<0.0500,M1N,1636258.0,2014-08-28
630,,2.34,M4C,1636271.0,2014-08-28
631,,0.431,M6P,1635163.0,2014-08-28
628,,<0.0500,M1K,1632918.0,2014-08-28
616,,0.196,M4L,1636269.0,2014-08-29
612,,0.301,M1K,1635144.0,2014-08-29
613,,4.47,M6N,1635149.0,2014-08-29
614,,1.35,M6K,1635161.0,2014-08-29
615,,0.121,M9N,1636195.0,2014-08-29
618,,0.184,M4C,1636208.0,2014-08-29
617,,2.70,M6S,1635164.0,2014-08-29
620,,2.14,M4J,1636213.0,2014-08-29
621,,<0.0500,M3B,1636198.0,2014-08-29
622,,14.3,M6J,1636270.0,2014-08-29
623,,1.85,M4L,1636216.0,2014-08-29
624,,0.135,M4M,1633573.0,2014-08-29
619,,2.83,M4J,1636215.0,2014-08-29
611,,4.18,M4C,1636217.0,2014-08-30
610,,<0.0500,M8X,1637956.0,2014-08-30
606,,0.423,M4E,1646574.0,2014-09-01
609,,3.82,M4M,1636293.0,2014-09-01
608,,0.254,M6S,1638224.0,2014-09-01
607,,<0.0500,M2H,1638040.0,2014-09-01
605,,0.441,M6P,1635146.0,2014-09-01
